rfam_id,n,top1_precision_mean,top1_recall_mean,top1_f1_mean,top100_precision_mean,top100_recall_mean,top100_f1_mean,top1_mcc_mean,top100_mcc_mean,top1_precision_median,top1_recall_median,top1_f1_median,top100_precision_median,top100_recall_median,top100_f1_median,delta_f1_mean,delta_f1_median,p_best100_ge_0p7,p_best100_ge_0p9,min_n_predictions,p_best_rank_le_10,best_rank_median,best_rank_p90,best_rank_max,p_delta_f1_ge_0p3
RF02001,1.0,0.9369369369369369,0.832,0.8813559322033897,0.9369369369369369,0.832,0.8813559322033897,0.8827283441808627,0.8827283441808627,0.9369369369369369,0.832,0.8813559322033897,0.9369369369369369,0.832,0.8813559322033897,0.0,0.0,1.0,0.0,100.0,1.0,1.0,1.0,1.0,0.0
RF01363,1.0,0.6571428571428571,0.7419354838709677,0.6969696969696969,0.9285714285714286,0.8387096774193549,0.8813559322033899,0.6963573295910959,0.8818412434184473,0.6571428571428571,0.7419354838709677,0.6969696969696969,0.9285714285714286,0.8387096774193549,0.8813559322033899,0.18438623523369302,0.18438623523369302,1.0,0.0,100.0,0.0,80.0,80.0,80.0,0.0
RF00163,1.0,0.7666666666666667,0.9583333333333334,0.8518518518518519,0.8214285714285714,0.9583333333333334,0.8846153846153847,0.8565058071678219,0.8867386293667966,0.7666666666666667,0.9583333333333334,0.8518518518518519,0.8214285714285714,0.9583333333333334,0.8846153846153847,0.03276353276353283,0.03276353276353283,1.0,0.0,100.0,1.0,5.0,5.0,5.0,0.0
RF03059,1.0,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.6687829998654102,0.8874479666986872,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.2222222222222222,0.2222222222222222,1.0,0.0,100.0,1.0,9.0,9.0,9.0,0.0
RF00785,1.0,1.0,0.6,0.7499999999999999,1.0,0.8,0.888888888888889,0.7735991199940693,0.8938506990347709,1.0,0.6,0.7499999999999999,1.0,0.8,0.888888888888889,0.13888888888888906,0.13888888888888906,1.0,0.0,36.0,1.0,4.0,4.0,4.0,0.0
RF01365,1.0,0.25,0.6,0.35294117647058826,1.0,0.8,0.888888888888889,0.38089002411601697,0.8937871714610718,0.25,0.6,0.35294117647058826,1.0,0.8,0.888888888888889,0.5359477124183007,0.5359477124183007,1.0,0.0,100.0,0.0,65.0,65.0,65.0,1.0
RF02869,1.0,0.42105263157894735,1.0,0.5925925925925926,0.8,1.0,0.888888888888889,0.6466343790358918,0.8938637722410149,0.42105263157894735,1.0,0.5925925925925926,0.8,1.0,0.888888888888889,0.2962962962962964,0.2962962962962964,1.0,0.0,100.0,0.0,85.0,85.0,85.0,0.0
RF03918,1.0,0.8888888888888888,0.5714285714285714,0.6956521739130435,0.9230769230769231,0.8571428571428571,0.888888888888889,0.7064543249400449,0.8864271199126396,0.8888888888888888,0.5714285714285714,0.6956521739130435,0.9230769230769231,0.8571428571428571,0.888888888888889,0.1932367149758455,0.1932367149758455,1.0,0.0,71.0,0.0,54.0,54.0,54.0,0.0
RF03167,1.0,0.7777777777777778,0.56,0.6511627906976745,0.9545454545454546,0.84,0.8936170212765958,0.65788951831139,0.8947302197459308,0.7777777777777778,0.56,0.6511627906976745,0.9545454545454546,0.84,0.8936170212765958,0.24245423057892135,0.24245423057892135,1.0,0.0,100.0,0.0,87.0,87.0,87.0,0.0
RF03054,1.0,0.7142857142857143,0.7692307692307693,0.7407407407407408,0.8125,1.0,0.896551724137931,0.7376817003180394,0.900002843166213,0.7142857142857143,0.7692307692307693,0.7407407407407408,0.8125,1.0,0.896551724137931,0.15581098339719024,0.15581098339719024,1.0,0.0,100.0,0.0,14.0,14.0,14.0,0.0
RF00898,1.0,0.8,0.8,0.8000000000000002,0.9,0.9,0.9,0.7978632478632479,0.898931623931624,0.8,0.8,0.8000000000000002,0.9,0.9,0.9,0.09999999999999987,0.09999999999999987,1.0,1.0,100.0,0.0,16.0,16.0,16.0,0.0
RF01836,1.0,0.23529411764705882,0.26666666666666666,0.25,0.875,0.9333333333333333,0.9032258064516129,0.23973362275977073,0.9023616941356603,0.23529411764705882,0.26666666666666666,0.25,0.875,0.9333333333333333,0.9032258064516129,0.6532258064516129,0.6532258064516129,1.0,1.0,100.0,1.0,3.0,3.0,3.0,1.0
RF00623,1.0,0.6923076923076923,0.8181818181818182,0.7500000000000001,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.7475985879611271,0.9073785803237858,0.6923076923076923,0.8181818181818182,0.7500000000000001,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.15909090909090895,0.15909090909090895,1.0,1.0,100.0,0.0,59.0,59.0,59.0,0.0
RF03081,1.0,0.7777777777777778,0.875,0.823529411764706,0.8823529411764706,0.9375,0.9090909090909091,0.8235298558051889,0.9087887123006249,0.7777777777777778,0.875,0.823529411764706,0.8823529411764706,0.9375,0.9090909090909091,0.0855614973262031,0.0855614973262031,1.0,1.0,100.0,0.0,62.0,62.0,62.0,0.0
RF03736,1.0,0.7142857142857143,1.0,0.8333333333333333,0.8333333333333334,1.0,0.9090909090909091,0.8418847869419426,0.9111069257314589,0.7142857142857143,1.0,0.8333333333333333,0.8333333333333334,1.0,0.9090909090909091,0.0757575757575758,0.0757575757575758,1.0,1.0,100.0,1.0,6.0,6.0,6.0,0.0
RF02683,1.0,0.6451612903225806,0.6896551724137931,0.6666666666666667,0.9285714285714286,0.896551724137931,0.912280701754386,0.6645841782953271,0.911808418664855,0.6451612903225806,0.6896551724137931,0.6666666666666667,0.9285714285714286,0.896551724137931,0.912280701754386,0.24561403508771928,0.24561403508771928,1.0,1.0,100.0,0.0,100.0,100.0,100.0,0.0
RF01541,1.0,0.9696969696969697,0.8648648648648649,0.9142857142857143,0.9696969696969697,0.8648648648648649,0.9142857142857143,0.915115574848243,0.915115574848243,0.9696969696969697,0.8648648648648649,0.9142857142857143,0.9696969696969697,0.8648648648648649,0.9142857142857143,0.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,0.0
RF01622,1.0,1.0,0.8461538461538461,0.9166666666666666,1.0,0.8461538461538461,0.9166666666666666,0.9186052560476433,0.9186052560476433,1.0,0.8461538461538461,0.9166666666666666,1.0,0.8461538461538461,0.9166666666666666,0.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,0.0
RF01544,1.0,0.2,0.2222222222222222,0.2105263157894737,0.8947368421052632,0.9444444444444444,0.918918918918919,0.20132703926011455,0.9183121163005534,0.2,0.2222222222222222,0.2105263157894737,0.8947368421052632,0.9444444444444444,0.918918918918919,0.7083926031294453,0.7083926031294453,1.0,1.0,100.0,0.0,81.0,81.0,81.0,1.0
RF02521,1.0,0.90625,0.8787878787878788,0.8923076923076922,0.9666666666666667,0.8787878787878788,0.9206349206349207,0.891471502667902,0.9210251449974357,0.90625,0.8787878787878788,0.8923076923076922,0.9666666666666667,0.8787878787878788,0.9206349206349207,0.02832722832722845,0.02832722832722845,1.0,1.0,100.0,1.0,7.0,7.0,7.0,0.0
RF00897,1.0,1.0,0.85,0.9189189189189189,0.9473684210526315,0.9,0.9230769230769231,0.9211377134451997,0.9225010605132318,1.0,0.85,0.9189189189189189,0.9473684210526315,0.9,0.9230769230769231,0.004158004158004269,0.004158004158004269,1.0,1.0,100.0,0.0,19.0,19.0,19.0,0.0
RF02678,1.0,0.782608695652174,0.9473684210526315,0.8571428571428571,0.9,0.9473684210526315,0.9230769230769231,0.8601801584918357,0.9229185908438796,0.782608695652174,0.9473684210526315,0.8571428571428571,0.9,0.9473684210526315,0.9230769230769231,0.06593406593406603,0.06593406593406603,1.0,1.0,100.0,1.0,3.0,3.0,3.0,0.0
RF00044,1.0,0.6363636363636364,0.7368421052631579,0.6829268292682926,0.8636363636363636,1.0,0.9268292682926829,0.68174658734153,0.9286644635146324,0.6363636363636364,0.7368421052631579,0.6829268292682926,0.8636363636363636,1.0,0.9268292682926829,0.24390243902439024,0.24390243902439024,1.0,1.0,100.0,0.0,56.0,56.0,56.0,0.0
RF01344,1.0,0.7333333333333333,0.8148148148148148,0.7719298245614035,0.896551724137931,0.9629629629629629,0.9285714285714286,0.7717459993601113,0.9287805448978586,0.7333333333333333,0.8148148148148148,0.7719298245614035,0.896551724137931,0.9629629629629629,0.9285714285714286,0.15664160401002514,0.15664160401002514,1.0,1.0,100.0,0.0,26.0,26.0,26.0,0.0
RF02447,1.0,0.8,0.7619047619047619,0.7804878048780488,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.7794553413885247,0.9300646691911894,0.8,0.7619047619047619,0.7804878048780488,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.14974475326148606,0.14974475326148606,1.0,1.0,100.0,0.0,22.0,22.0,22.0,0.0
RF01472,1.0,0.6071428571428571,0.7727272727272727,0.68,0.9130434782608695,0.9545454545454546,0.9333333333333332,0.6821515219458767,0.9330228307857206,0.6071428571428571,0.7727272727272727,0.68,0.9130434782608695,0.9545454545454546,0.9333333333333332,0.2533333333333332,0.2533333333333332,1.0,1.0,100.0,0.0,44.0,44.0,44.0,0.0
RF01050,1.0,0.7777777777777778,0.875,0.823529411764706,1.0,0.875,0.9333333333333333,0.8215044568515858,0.9343209338747771,0.7777777777777778,0.875,0.823529411764706,1.0,0.875,0.9333333333333333,0.1098039215686274,0.1098039215686274,1.0,1.0,77.0,0.0,45.0,45.0,45.0,0.0
RF02538,1.0,0.875,1.0,0.9333333333333333,0.875,1.0,0.9333333333333333,0.9345162050109259,0.9345162050109259,0.875,1.0,0.9333333333333333,0.875,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,0.0
RF02837,1.0,0.7777777777777778,1.0,0.8750000000000001,0.875,1.0,0.9333333333333333,0.8807147621561396,0.9347769262810015,0.7777777777777778,1.0,0.8750000000000001,0.875,1.0,0.9333333333333333,0.05833333333333324,0.05833333333333324,1.0,1.0,100.0,0.0,12.0,12.0,12.0,0.0
RF02984,1.0,0.8,0.8571428571428571,0.8275862068965518,0.875,1.0,0.9333333333333333,0.825411870083804,0.9344101442067967,0.8,0.8571428571428571,0.8275862068965518,0.875,1.0,0.9333333333333333,0.10574712643678152,0.10574712643678152,1.0,1.0,100.0,0.0,25.0,25.0,25.0,0.0
RF01083,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,0.9411764705882353,0.8880665204678363,0.9424216123314401,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,0.9411764705882353,0.05228758169934644,0.05228758169934644,1.0,1.0,100.0,1.0,3.0,3.0,3.0,0.0
RF02888,1.0,0.7272727272727273,0.8888888888888888,0.7999999999999999,1.0,0.8888888888888888,0.9411764705882353,0.8020821270815421,0.942328873971809,0.7272727272727273,0.8888888888888888,0.7999999999999999,1.0,0.8888888888888888,0.9411764705882353,0.14117647058823535,0.14117647058823535,1.0,1.0,100.0,1.0,3.0,3.0,3.0,0.0
RF01333,1.0,0.631578947368421,0.6666666666666666,0.6486486486486486,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.6430372984045437,0.9435435435435435,0.631578947368421,0.6666666666666666,0.6486486486486486,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.29579579579579585,0.29579579579579585,1.0,1.0,100.0,1.0,9.0,9.0,9.0,0.0
RF01082,1.0,0.38461538461538464,0.5555555555555556,0.4545454545454546,0.9,1.0,0.9473684210526316,0.45689404387676624,0.9482407119298316,0.38461538461538464,0.5555555555555556,0.4545454545454546,0.9,1.0,0.9473684210526316,0.49282296650717705,0.49282296650717705,1.0,1.0,100.0,0.0,23.0,23.0,23.0,1.0
RF03906,1.0,0.9210526315789473,0.9210526315789473,0.9210526315789473,0.925,0.9736842105263158,0.9487179487179489,0.9204885097286277,0.9486585408249365,0.9210526315789473,0.9210526315789473,0.9210526315789473,0.925,0.9736842105263158,0.9487179487179489,0.027665317139001555,0.027665317139001555,1.0,1.0,100.0,0.0,81.0,81.0,81.0,0.0
RF00419,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.9500000000000001,0.8558136590923476,0.9507685712477195,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.9047619047619048,0.9500000000000001,0.09285714285714297,0.09285714285714297,1.0,1.0,100.0,0.0,81.0,81.0,81.0,0.0
RF01071,1.0,0.7391304347826086,0.8947368421052632,0.8095238095238095,0.9047619047619048,1.0,0.9500000000000001,0.8109564032722831,0.9506273961156588,0.7391304347826086,0.8947368421052632,0.8095238095238095,0.9047619047619048,1.0,0.9500000000000001,0.14047619047619053,0.14047619047619053,1.0,1.0,100.0,0.0,30.0,30.0,30.0,0.0
RF01107,1.0,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9523809523809523,0.9529531248281093,0.9529531248281093,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9523809523809523,0.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,0.0
RF04067,1.0,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9297831414062991,0.9519101425881087,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.022148394241417457,0.022148394241417457,1.0,1.0,100.0,1.0,4.0,4.0,4.0,0.0
RF00102,1.0,0.9130434782608695,0.9767441860465116,0.9438202247191011,0.9148936170212766,1.0,0.9555555555555556,0.9439373519187142,0.9561732579904757,0.9130434782608695,0.9767441860465116,0.9438202247191011,0.9148936170212766,1.0,0.9555555555555556,0.011735330836454505,0.011735330836454505,1.0,1.0,100.0,1.0,7.0,7.0,7.0,0.0
RF00606,1.0,0.625,0.45454545454545453,0.5263157894736842,0.9166666666666666,1.0,0.9565217391304348,0.5281706219023885,0.9568902828709857,0.625,0.45454545454545453,0.5263157894736842,0.9166666666666666,1.0,0.9565217391304348,0.43020594965675063,0.43020594965675063,1.0,1.0,100.0,1.0,10.0,10.0,10.0,1.0
RF00504,1.0,0.92,0.92,0.92,0.96,0.96,0.96,0.9194490358126721,0.9597245179063361,0.92,0.92,0.92,0.96,0.96,0.96,0.039999999999999925,0.039999999999999925,1.0,1.0,100.0,0.0,82.0,82.0,82.0,0.0
RF02066,1.0,0.9230769230769231,1.0,0.9600000000000001,0.9230769230769231,1.0,0.9600000000000001,0.9601097330974608,0.9601097330974608,0.9230769230769231,1.0,0.9600000000000001,0.9230769230769231,1.0,0.9600000000000001,0.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,0.0
RF03863,1.0,0.8518518518518519,0.8846153846153846,0.8679245283018868,1.0,0.9230769230769231,0.9600000000000001,0.8668425979752797,0.9604288878091383,0.8518518518518519,0.8846153846153846,0.8679245283018868,1.0,0.9230769230769231,0.9600000000000001,0.09207547169811325,0.09207547169811325,1.0,1.0,100.0,0.0,87.0,87.0,87.0,0.0
RF00164,1.0,0.7857142857142857,0.7333333333333333,0.7586206896551724,1.0,0.9333333333333333,0.9655172413793104,0.755657378858192,0.9656185566080521,0.7857142857142857,0.7333333333333333,0.7586206896551724,1.0,0.9333333333333333,0.9655172413793104,0.206896551724138,0.206896551724138,1.0,1.0,100.0,0.0,16.0,16.0,16.0,0.0
RF02871,1.0,0.7428571428571429,0.896551724137931,0.8125,0.9354838709677419,1.0,0.9666666666666666,0.8148777297043691,0.9669993873511643,0.7428571428571429,0.896551724137931,0.8125,0.9354838709677419,1.0,0.9666666666666666,0.15416666666666656,0.15416666666666656,1.0,1.0,100.0,0.0,26.0,26.0,26.0,0.0
RF00013,1.0,0.8571428571428571,1.0,0.923076923076923,0.9375,1.0,0.967741935483871,0.92544586470339,0.9680893017781287,0.8571428571428571,1.0,0.923076923076923,0.9375,1.0,0.967741935483871,0.04466501240694798,0.04466501240694798,1.0,1.0,100.0,0.0,28.0,28.0,28.0,0.0
RF01241,1.0,0.8823529411764706,1.0,0.9375,0.9375,1.0,0.967741935483871,0.9389212602818618,0.9680318832100419,0.8823529411764706,1.0,0.9375,0.9375,1.0,0.967741935483871,0.030241935483870996,0.030241935483870996,1.0,1.0,100.0,1.0,2.0,2.0,2.0,0.0
RF02885,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9375,1.0,0.967741935483871,0.9326530612244898,0.9679164452048323,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9375,1.0,0.967741935483871,0.03440860215053765,0.03440860215053765,1.0,1.0,100.0,1.0,8.0,8.0,8.0,0.0
RF00380,1.0,0.9019607843137255,0.92,0.9108910891089109,1.0,0.94,0.9690721649484536,0.9105853548023366,0.9694226395296184,0.9019607843137255,0.92,0.9108910891089109,1.0,0.94,0.9690721649484536,0.058181075839542684,0.058181075839542684,1.0,1.0,100.0,1.0,8.0,8.0,8.0,0.0
RF00220,1.0,0.9411764705882353,1.0,0.9696969696969697,0.9411764705882353,1.0,0.9696969696969697,0.9698999341957608,0.9698999341957608,0.9411764705882353,1.0,0.9696969696969697,0.9411764705882353,1.0,0.9696969696969697,0.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,0.0
RF03900,1.0,1.0,0.8888888888888888,0.9411764705882353,1.0,0.9444444444444444,0.9714285714285714,0.9412722695065544,0.9710323125618178,1.0,0.8888888888888888,0.9411764705882353,1.0,0.9444444444444444,0.9714285714285714,0.030252100840336138,0.030252100840336138,1.0,1.0,100.0,1.0,5.0,5.0,5.0,0.0
RF03120,1.0,0.9375,0.8571428571428571,0.8955223880597014,0.9459459459459459,1.0,0.9722222222222222,0.8957082088258466,0.9723955528748502,0.9375,0.8571428571428571,0.8955223880597014,0.9459459459459459,1.0,0.9722222222222222,0.0766998341625208,0.0766998341625208,1.0,1.0,100.0,0.0,26.0,26.0,26.0,0.0
RF03790,1.0,1.0,0.9473684210526315,0.972972972972973,1.0,0.9473684210526315,0.972972972972973,0.9726551759417656,0.9726551759417656,1.0,0.9473684210526315,0.972972972972973,1.0,0.9473684210526315,0.972972972972973,0.0,0.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,0.0
RF00032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,0.0
RF00234,1.0,0.8571428571428571,1.0,0.923076923076923,1.0,1.0,1.0,0.9249146520255962,1.0,0.8571428571428571,1.0,0.923076923076923,1.0,1.0,1.0,0.07692307692307698,0.07692307692307698,1.0,1.0,100.0,1.0,5.0,5.0,5.0,0.0
RF00250,1.0,1.0,0.9090909090909091,0.9523809523809523,1.0,1.0,1.0,0.9527866142657274,1.0,1.0,0.9090909090909091,0.9523809523809523,1.0,1.0,1.0,0.04761904761904767,0.04761904761904767,1.0,1.0,100.0,0.0,13.0,13.0,13.0,0.0
RF00381,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.01073822136935112,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,27.0,27.0,27.0,1.0
RF00455,1.0,0.9444444444444444,1.0,0.9714285714285714,1.0,1.0,1.0,0.9714942562456333,1.0,0.9444444444444444,1.0,0.9714285714285714,1.0,1.0,1.0,0.02857142857142858,0.02857142857142858,1.0,1.0,100.0,1.0,2.0,2.0,2.0,0.0
RF00464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,0.0
RF00480,1.0,0.8461538461538461,0.9166666666666666,0.8799999999999999,1.0,1.0,1.0,0.8790416656572321,1.0,0.8461538461538461,0.9166666666666666,0.8799999999999999,1.0,1.0,1.0,0.1200000000000001,0.1200000000000001,1.0,1.0,100.0,1.0,2.0,2.0,2.0,0.0
RF02695,1.0,0.8666666666666667,0.7647058823529411,0.8125,1.0,1.0,1.0,0.8120881898745729,1.0,0.8666666666666667,0.7647058823529411,0.8125,1.0,1.0,1.0,0.1875,0.1875,1.0,1.0,100.0,1.0,4.0,4.0,4.0,0.0
RF03031,1.0,1.0,0.9333333333333333,0.9655172413793104,1.0,1.0,1.0,0.9650201335169782,1.0,1.0,0.9333333333333333,0.9655172413793104,1.0,1.0,1.0,0.03448275862068961,0.03448275862068961,1.0,1.0,92.0,0.0,87.0,87.0,87.0,0.0
RF03055,1.0,1.0,0.9333333333333333,0.9655172413793104,1.0,1.0,1.0,0.9656185566080521,1.0,1.0,0.9333333333333333,0.9655172413793104,1.0,1.0,1.0,0.03448275862068961,0.03448275862068961,1.0,1.0,75.0,1.0,5.0,5.0,5.0,0.0
RF03339,1.0,0.8947368421052632,1.0,0.9444444444444444,1.0,1.0,1.0,0.9450535195007399,1.0,0.8947368421052632,1.0,0.9444444444444444,1.0,1.0,1.0,0.05555555555555558,0.05555555555555558,1.0,1.0,100.0,0.0,20.0,20.0,20.0,0.0
RF03394,1.0,0.8846153846153846,0.92,0.9019607843137256,1.0,1.0,1.0,0.9005483551986071,1.0,0.8846153846153846,0.92,0.9019607843137256,1.0,1.0,1.0,0.09803921568627438,0.09803921568627438,1.0,1.0,100.0,0.0,84.0,84.0,84.0,0.0
RF03493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0
RF04151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,0.0
RF04217,1.0,1.0,0.9230769230769231,0.9600000000000001,1.0,1.0,1.0,0.9596325901764439,1.0,1.0,0.9230769230769231,0.9600000000000001,1.0,1.0,1.0,0.039999999999999925,0.039999999999999925,1.0,1.0,100.0,1.0,2.0,2.0,2.0,0.0
