truth_len,ref_pairs,ref_pk_pairs,ref_pair_density,top1_f1,top100_f1,delta_f1
249,82,17,0.3293172690763052,0.3764705882352941,0.4931506849315069,0.11668009669621277
155,46,17,0.2967741935483871,0.5208333333333334,0.568421052631579,0.04758771929824568
72,20,1,0.2777777777777778,0.7659574468085106,0.85,0.08404255319148934
38,6,0,0.15789473684210525,0.6666666666666666,0.923076923076923,0.2564102564102564
99,35,0,0.35353535353535354,0.8955223880597014,0.9722222222222222,0.0766998341625208
80,23,7,0.2875,0.5490196078431373,0.6956521739130435,0.14663256606990616
73,18,4,0.2465753424657534,0.7906976744186047,0.878048780487805,0.08735110606920027
91,22,3,0.24175824175824176,0.7058823529411765,0.7916666666666666,0.08578431372549011
48,12,5,0.25,0.0,0.8571428571428571,0.8571428571428571
102,17,0,0.16666666666666666,0.625,0.6666666666666667,0.04166666666666674
76,21,5,0.27631578947368424,0.888888888888889,0.975609756097561,0.086720867208672
68,18,0,0.2647058823529412,0.4390243902439025,0.6666666666666666,0.22764227642276413
44,10,0,0.22727272727272727,0.8000000000000002,0.9,0.09999999999999987
56,17,1,0.30357142857142855,0.6829268292682927,0.8648648648648648,0.18193803559657207
56,17,1,0.30357142857142855,0.6829268292682927,0.8648648648648648,0.18193803559657207
72,20,0,0.2777777777777778,0.9523809523809523,0.975609756097561,0.023228803716608626
183,41,0,0.22404371584699453,0.6588235294117647,0.6904761904761904,0.03165266106442566
121,25,0,0.2066115702479339,0.0,0.26666666666666666,0.26666666666666666
71,9,0,0.1267605633802817,0.0,0.0,0.0
75,21,5,0.28,0.975609756097561,0.975609756097561,0.0
76,20,5,0.2631578947368421,0.8636363636363635,0.9500000000000001,0.08636363636363653
52,18,6,0.34615384615384615,0.4,0.6470588235294118,0.24705882352941178
47,15,4,0.3191489361702128,0.3571428571428571,0.7407407407407408,0.3835978835978837
44,6,2,0.13636363636363635,0.30769230769230765,0.5333333333333333,0.22564102564102567
224,25,7,0.11160714285714286,0.15555555555555556,0.2564102564102564,0.10085470085470083
77,19,5,0.24675324675324675,0.5,0.7894736842105263,0.2894736842105263
76,21,5,0.27631578947368424,0.8695652173913043,0.9333333333333333,0.06376811594202902
76,20,0,0.2631578947368421,0.9090909090909091,1.0,0.09090909090909094
56,18,4,0.32142857142857145,0.7222222222222222,0.9142857142857143,0.19206349206349205
52,14,4,0.2692307692307692,0.3870967741935484,0.6206896551724138,0.23359288097886544
76,17,0,0.2236842105263158,0.7804878048780487,0.9189189189189189,0.13843111404087016
91,29,4,0.31868131868131866,0.9180327868852458,0.9824561403508771,0.06442335346563133
74,17,0,0.22972972972972974,0.8292682926829268,0.9189189189189189,0.08965062623599207
63,15,0,0.23809523809523808,0.7096774193548386,0.8484848484848485,0.13880742913000987
73,16,0,0.2191780821917808,0.888888888888889,0.888888888888889,0.0
74,19,0,0.25675675675675674,0.8444444444444443,0.9500000000000001,0.10555555555555574
41,5,0,0.12195121951219512,0.6666666666666666,1.0,0.33333333333333337
76,12,0,0.15789473684210525,0.45000000000000007,0.5806451612903226,0.13064516129032255
76,16,5,0.21052631578947367,0.6511627906976744,0.823529411764706,0.1723666210670316
75,9,0,0.12,0.4864864864864865,0.6666666666666666,0.18018018018018012
72,21,5,0.2916666666666667,0.8163265306122449,0.975609756097561,0.15928322548531604
91,15,0,0.16483516483516483,0.47368421052631576,0.6,0.12631578947368421
44,8,2,0.18181818181818182,0.26666666666666666,0.5882352941176471,0.3215686274509804
177,44,0,0.24858757062146894,0.6153846153846153,0.6153846153846153,0.0
69,21,8,0.30434782608695654,0.7272727272727272,0.8780487804878048,0.1507760532150776
48,10,0,0.20833333333333334,0.6153846153846154,0.8181818181818182,0.2027972027972028
81,23,0,0.2839506172839506,0.693877551020408,0.9787234042553191,0.2848458532349111
87,25,4,0.28735632183908044,0.888888888888889,0.96,0.07111111111111101
87,22,3,0.25287356321839083,0.823529411764706,0.875,0.051470588235294046
74,11,0,0.14864864864864866,0.4444444444444444,0.5925925925925926,0.14814814814814814
33,9,0,0.2727272727272727,0.9473684210526316,1.0,0.05263157894736836
105,26,0,0.24761904761904763,0.8064516129032258,0.8524590163934427,0.046007403490216925
264,70,17,0.26515151515151514,0.563758389261745,0.6338028169014085,0.07004442763966345
302,72,28,0.23841059602649006,0.40935672514619886,0.40935672514619886,0.0
39,19,0,0.48717948717948717,0.972972972972973,0.972972972972973,0.0
75,21,4,0.28,0.8095238095238095,0.8717948717948718,0.06227106227106227
111,23,0,0.2072072072072072,0.8,0.8461538461538461,0.0461538461538461
36,11,0,0.3055555555555556,1.0,1.0,0.0
33,10,0,0.30303030303030304,1.0,1.0,0.0
40,5,0,0.125,0.8333333333333333,1.0,0.16666666666666674
336,100,27,0.2976190476190476,0.4019607843137255,0.6562500000000001,0.2542892156862746
70,21,10,0.3,0.7555555555555556,0.9047619047619048,0.14920634920634912
71,21,9,0.29577464788732394,0.7555555555555556,0.9047619047619048,0.14920634920634912
71,19,8,0.2676056338028169,0.8095238095238095,0.8205128205128205,0.01098901098901095
55,10,0,0.18181818181818182,0.4,0.7692307692307693,0.36923076923076925
51,7,0,0.13725490196078433,0.631578947368421,0.7058823529411764,0.07430340557275539
31,8,0,0.25806451612903225,0.5333333333333333,0.9411764705882353,0.40784313725490196
249,60,16,0.24096385542168675,0.421875,0.45378151260504196,0.03190651260504196
72,21,4,0.2916666666666667,0.5500000000000002,0.9500000000000001,0.3999999999999999
76,15,2,0.19736842105263158,0.6511627906976745,0.8,0.14883720930232558
76,6,0,0.07894736842105263,0.23529411764705882,0.3478260869565218,0.11253196930946296
76,17,5,0.2236842105263158,0.5945945945945946,0.8648648648648648,0.2702702702702702
147,36,0,0.24489795918367346,0.09638554216867469,0.5060240963855422,0.40963855421686757
72,21,4,0.2916666666666667,0.8780487804878048,0.9500000000000001,0.0719512195121953
65,16,0,0.24615384615384617,0.823529411764706,0.8823529411764706,0.05882352941176461
75,21,0,0.28,0.7272727272727272,1.0,0.2727272727272728
76,18,3,0.23684210526315788,0.42857142857142855,0.8947368421052632,0.4661654135338346
74,20,4,0.2702702702702703,0.22727272727272727,0.9268292682926829,0.6995565410199556
71,20,4,0.28169014084507044,0.5116279069767442,0.9268292682926829,0.41520136131593866
75,21,0,0.28,0.7272727272727272,1.0,0.2727272727272728
71,19,0,0.2676056338028169,0.6818181818181819,0.9743589743589743,0.29254079254079246
86,21,2,0.2441860465116279,0.4583333333333333,0.5,0.041666666666666685
76,15,0,0.19736842105263158,0.6153846153846154,0.7500000000000001,0.1346153846153847
75,19,0,0.25333333333333335,0.8837209302325582,0.9500000000000001,0.06627906976744191
69,19,2,0.2753623188405797,0.6666666666666667,0.8205128205128205,0.15384615384615374
30,10,3,0.3333333333333333,0.0,0.8421052631578948,0.8421052631578948
83,25,4,0.30120481927710846,0.6521739130434783,0.9361702127659575,0.2839962997224792
74,20,4,0.2702702702702703,0.8837209302325583,0.9500000000000001,0.0662790697674418
30,11,0,0.36666666666666664,0.8421052631578948,1.0,0.1578947368421052
49,10,0,0.20408163265306123,0.7499999999999999,0.888888888888889,0.13888888888888906
110,27,0,0.24545454545454545,0.4761904761904762,0.5,0.02380952380952378
31,7,0,0.22580645161290322,0.39999999999999997,0.8235294117647058,0.4235294117647059
63,20,9,0.31746031746031744,0.6666666666666667,0.9230769230769231,0.2564102564102564
64,17,0,0.265625,0.5882352941176471,0.8749999999999999,0.2867647058823528
75,21,0,0.28,0.8750000000000001,1.0,0.12499999999999989
72,20,0,0.2777777777777778,0.8260869565217392,0.9523809523809523,0.12629399585921308
72,16,0,0.2222222222222222,0.25,0.33333333333333326,0.08333333333333326
71,20,9,0.28169014084507044,0.7272727272727272,0.8780487804878048,0.1507760532150776
57,8,0,0.14035087719298245,0.56,0.6399999999999999,0.07999999999999985
32,14,0,0.4375,0.6956521739130435,0.888888888888889,0.1932367149758455
31,15,0,0.4838709677419355,0.9655172413793104,1.0,0.03448275862068961
101,35,0,0.3465346534653465,0.9722222222222222,0.9859154929577464,0.013693270735524177
76,26,0,0.34210526315789475,0.8679245283018868,0.9600000000000001,0.09207547169811325
