f1 cdf
0.913043 0.707711
0.913043 0.708955
0.913043 0.710199
0.914286 0.711443
0.916667 0.712687
0.916667 0.713930
0.916667 0.715174
0.916667 0.716418
0.918033 0.717662
0.918919 0.718905
0.918919 0.720149
0.918919 0.721393
0.918919 0.722637
0.918919 0.723881
0.918919 0.725124
0.920000 0.726368
0.920000 0.727612
0.920635 0.728856
0.920635 0.730100
0.923077 0.731343
0.923077 0.732587
0.923077 0.733831
0.923077 0.735075
0.923077 0.736318
0.923077 0.737562
0.923077 0.738806
0.923077 0.740050
0.923077 0.741294
0.923077 0.742537
0.923077 0.743781
0.923077 0.745025
0.923077 0.746269
0.923077 0.747512
0.926829 0.748756
0.926829 0.750000
0.926829 0.751244
0.926829 0.752488
0.926829 0.753731
0.926829 0.754975
0.926829 0.756219
0.926829 0.757463
0.926829 0.758706
0.926829 0.759950
0.926829 0.761194
0.926829 0.762438
0.926829 0.763682
0.926829 0.764925
0.926829 0.766169
0.926829 0.767413
0.926829 0.768657
0.926829 0.769900
0.926829 0.771144
0.928571 0.772388
0.928571 0.773632
0.930233 0.774876
0.930233 0.776119
0.930233 0.777363
0.930233 0.778607
0.930233 0.779851
0.930233 0.781095
0.930233 0.782338
0.930233 0.783582
0.930233 0.784826
0.930233 0.786070
0.930233 0.787313
0.933333 0.788557
0.933333 0.789801
0.933333 0.791045
0.933333 0.792289
0.933333 0.793532
0.933333 0.794776
0.936170 0.796020
0.936170 0.797264
0.937500 0.798507
0.937500 0.799751
0.937500 0.800995
0.937500 0.802239
0.937500 0.803483
0.938776 0.804726
0.941176 0.805970
0.941176 0.807214
0.941176 0.808458
0.941176 0.809701
0.941176 0.810945
0.941176 0.812189
0.941176 0.813433
0.941176 0.814677
0.941176 0.815920
0.941176 0.817164
0.942857 0.818408
0.943396 0.819652
0.944444 0.820896
0.944444 0.822139
0.944444 0.823383
0.945455 0.824627
0.947368 0.825871
0.947368 0.827114
0.947368 0.828358
0.947368 0.829602
0.947368 0.830846
0.947368 0.832090
0.947368 0.833333
0.947368 0.834577
0.947368 0.835821
0.950000 0.837065
0.950000 0.838308
0.950000 0.839552
0.950000 0.840796
0.950000 0.842040
0.950000 0.843284
0.950000 0.844527
0.950000 0.845771
0.950000 0.847015
0.950000 0.848259
0.950000 0.849502
0.952381 0.850746
